,股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收价【除权价，前复权】,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】,成交量,成交额（千元）,close_y,换手率,换手率（自由流通股）,量比,市盈率（总市值/净利润，亏损的PE为空）,市盈率（TTM，亏损的PE为空）,市净率（总市值/净资产）,市销率,市销率（TTM）,股息率 （%）,股息率（TTM）（%）,总股本 （万股）,流通股本 （万股）,自由流通股本 （万）,总市值 （万元）,流通市值（万元）
0,603320.SH,20250620,16.36,16.61,16.27,16.32,16.41,-0.09,-0.5484,15998.0,26252.95,16.32,1.0726,2.6407,0.71,36.5305,32.8971,2.1709,2.3033,2.2793,0.5342,0.8578,14914.6203,14914.6203,6058.1913,243406.6033,243406.6033
1,603320.SH,20250619,16.75,17.0,16.3,16.41,16.83,-0.42,-2.4955,21517.0,35700.218,16.41,1.4427,3.5517,0.9,36.732,33.0785,2.1828,2.316,2.2919,0.5313,0.8531,14914.6203,14914.6203,6058.1913,244748.9191,244748.9191
2,603320.SH,20250618,16.94,17.05,16.69,16.83,16.94,-0.11,-0.6494,14636.75,24635.381,16.83,0.9814,2.416,0.57,37.6721,33.9251,2.2387,2.3753,2.3506,0.518,0.8318,14914.6203,14914.6203,6058.1913,251013.0596,251013.0596
3,603320.SH,20250617,16.95,17.07,16.79,16.94,16.95,-0.01,-0.059,17040.7,28765.641,16.94,1.1426,2.8128,0.59,37.9183,34.1469,2.2533,2.3908,2.3659,0.5147,0.8264,14914.6203,14914.6203,6058.1913,252653.6679,252653.6679
4,603320.SH,20250616,16.91,17.22,16.9,16.95,16.9,0.05,0.2959,18902.37,32179.149,16.95,1.2674,3.1201,0.64,37.9407,34.167,2.2547,2.3922,2.3673,0.5144,0.826,14914.6203,14914.6203,6058.1913,252802.8141,252802.8141
5,603320.SH,20250613,17.72,17.79,16.86,16.9,17.69,-0.79,-4.4658,41105.81,70408.894,16.9,2.7561,6.7852,1.57,37.8288,34.0662,2.248,2.3852,2.3603,0.5159,0.8284,14914.6203,14914.6203,6058.1913,252057.0831,252057.0831
6,603320.SH,20250612,17.65,17.95,17.49,17.69,17.65,0.04,0.2266,28282.91,50169.414,17.69,1.8963,4.6685,0.97,39.5971,35.6587,2.3531,2.4967,2.4707,0.4928,0.7914,14914.6203,14914.6203,6058.1913,263839.6331,263839.6331
7,603320.SH,20250611,17.54,17.72,17.38,17.65,17.46,0.19,1.0882,22063.82,38770.609,17.65,1.4793,3.642,0.49,39.5076,35.5781,2.3478,2.491,2.4651,0.494,0.7932,14914.6203,14914.6203,6058.1913,263243.0483,263243.0483
8,603320.SH,20250610,17.66,17.72,17.33,17.46,17.64,-0.18,-1.0204,33387.68,58396.401,17.46,2.2386,5.5112,0.57,39.0823,35.1951,2.3225,2.4642,2.4386,0.4993,0.8018,14914.6203,14914.6203,6058.1913,260409.2704,260409.2704
9,603320.SH,20250609,17.62,17.85,17.53,17.64,17.67,-0.03,-0.1698,22864.0,40398.797,17.64,1.533,3.7741,0.39,39.4852,35.5579,2.3465,2.4896,2.4637,0.4942,0.7937,14914.6203,14914.6203,6058.1913,263093.9021,263093.9021
