,股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收价【除权价，前复权】,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】,成交量,成交额（千元）,close_y,换手率,换手率（自由流通股）,量比,市盈率（总市值/净利润，亏损的PE为空）,市盈率（TTM，亏损的PE为空）,市净率（总市值/净资产）,市销率,市销率（TTM）,股息率 （%）,股息率（TTM）（%）,总股本 （万股）,流通股本 （万股）,自由流通股本 （万）,总市值 （万元）,流通市值（万元）
0,000301.SZ,20250702,8.51,8.53,8.41,8.5,8.5,0.0,0.0,124847.15,105693.291,8.5,0.1889,0.56,0.82,,,1.6692,0.4082,0.4282,1.1765,,661122.7974,660855.3402,222938.9895,5619543.7779,5617270.3917
1,000301.SZ,20250701,8.32,8.55,8.21,8.5,8.33,0.17,2.0408,279669.18,234043.327,8.5,0.4232,1.2545,2.2,,,1.6692,0.4082,0.4282,1.1765,,661122.7217,660855.2645,222938.9138,5619543.1345,5617269.7483
2,000301.SZ,20250630,8.32,8.35,8.2,8.33,8.3,0.03,0.3614,118374.4,97944.108,8.33,0.1791,0.531,0.88,,,1.6358,0.4,0.4196,1.2005,,661122.7217,660855.2645,222938.9138,5507152.2718,5504924.3533
3,000301.SZ,20250627,8.36,8.38,8.3,8.3,8.35,-0.05,-0.5988,93814.3,78184.805,8.3,0.142,0.4208,0.67,,,1.6299,0.3986,0.4181,1.2048,,661122.7217,660855.2645,222938.9138,5487318.5901,5485098.6954
4,000301.SZ,20250626,8.38,8.43,8.33,8.35,8.38,-0.03,-0.358,105925.41,88787.342,8.35,0.1603,0.4751,0.76,,,1.6397,0.401,0.4206,1.1976,,661122.7217,660855.2645,222938.9138,5520374.7262,5518141.4586
5,000301.SZ,20250625,8.36,8.49,8.28,8.38,8.33,0.05,0.6002,166857.17,139767.652,8.38,0.2525,0.7484,1.3,,,1.6456,0.4024,0.4221,1.1933,,661122.7217,660855.2645,222938.9138,5540208.4078,5537967.1165
6,000301.SZ,20250624,8.29,8.36,8.17,8.33,8.31,0.02,0.2407,149660.9,124090.987,8.33,0.2265,0.6713,1.1,,,1.6358,0.4,0.4196,1.2005,,661122.7217,660855.2645,222938.9138,5507152.2718,5504924.3533
7,000301.SZ,20250623,8.17,8.32,8.04,8.31,8.16,0.15,1.8382,156298.2,128503.522,8.31,0.2365,0.7011,1.25,,,1.6319,0.3991,0.4186,1.2034,,661122.7217,660855.2645,222938.9138,5493929.8173,5491707.248
8,000301.SZ,20250620,8.11,8.18,8.07,8.16,8.15,0.01,0.1227,122941.02,99895.163,8.16,0.186,0.5515,1.04,,,1.6024,0.3918,0.411,1.2255,,661122.7217,660855.2645,222938.9138,5394761.4091,5392578.9583
9,000301.SZ,20250619,8.17,8.27,8.12,8.15,8.21,-0.06,-0.7308,101886.5,83171.285,8.15,0.1542,0.457,0.89,,,1.6004,0.3914,0.4105,1.227,,661122.7217,660855.2645,222938.9138,5388150.1819,5385970.4057
