,股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收价【除权价，前复权】,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】,成交量,成交额（千元）,close_y,换手率,换手率（自由流通股）,量比,市盈率（总市值/净利润，亏损的PE为空）,市盈率（TTM，亏损的PE为空）,市净率（总市值/净资产）,市销率,市销率（TTM）,股息率 （%）,股息率（TTM）（%）,总股本 （万股）,流通股本 （万股）,自由流通股本 （万）,总市值 （万元）,流通市值（万元）
0,603937.SH,20250620,9.16,9.32,9.1,9.1,9.2,-0.1,-1.087,30091.0,27630.255,9.1,1.4406,3.9006,0.51,,,1.2303,1.2037,1.1306,1.0659,,20888.0848,20888.0848,7714.545,190081.5717,190081.5717
1,603937.SH,20250619,9.35,9.43,9.15,9.2,9.4,-0.2,-2.1277,36641.0,33945.007,9.2,1.7542,4.7496,0.52,,,1.2438,1.2169,1.143,1.0543,,20888.0848,20888.0848,7714.545,192170.3802,192170.3802
2,603937.SH,20250618,9.35,9.49,9.21,9.4,9.39,0.01,0.1065,54220.0,50643.451,9.4,2.5957,7.0283,0.64,,,1.2709,1.2434,1.1679,1.0319,1.0319,20888.0848,20888.0848,7714.545,196347.9971,196347.9971
3,603937.SH,20250617,9.43,9.52,9.31,9.39,9.42,-0.03,-0.3185,52773.86,49545.15,9.39,2.5265,6.8408,0.45,,,1.2695,1.2421,1.1666,1.033,1.033,20888.0848,20888.0848,7714.545,196139.1163,196139.1163
4,603937.SH,20250616,9.35,9.65,9.32,9.42,9.43,-0.01,-0.106,69961.43,66272.974,9.42,3.3493,9.0688,0.42,,,1.2736,1.246,1.1704,1.0297,1.0297,20888.0848,20888.0848,7714.545,196765.7588,196765.7588
5,603937.SH,20250613,9.74,9.77,9.35,9.43,9.72,-0.29,-2.9835,82663.0,78422.164,9.43,3.9574,10.7152,0.5,,,1.2749,1.2474,1.1716,1.0286,1.0286,20888.0848,20888.0848,7714.545,196974.6397,196974.6397
6,603937.SH,20250612,9.85,9.9,9.65,9.72,9.82,-0.1,-1.0183,90244.0,87729.247,9.72,4.3204,11.6979,0.6,,,1.3141,1.2857,1.2076,0.9979,0.9979,20888.0848,20888.0848,7714.545,203032.1843,203032.1843
7,603937.SH,20250611,9.92,10.01,9.81,9.82,10.08,-0.26,-2.5794,127876.35,126279.638,9.82,6.122,16.576,0.99,,,1.3276,1.299,1.2201,0.9878,0.9878,20888.0848,20888.0848,7714.545,205120.9927,205120.9927
8,603937.SH,20250610,9.82,10.16,9.79,10.08,10.35,-0.27,-2.6087,219259.35,218906.845,10.08,10.4969,28.4216,2.47,,,1.3628,1.3333,1.2524,0.9623,0.9623,20888.0848,20888.0848,7714.545,210551.8948,210551.8948
9,603937.SH,20250609,11.47,11.47,10.33,10.35,10.43,-0.08,-0.767,320856.0,351670.602,10.35,15.3607,41.591,10.78,,,1.3993,1.3691,1.2859,0.9372,0.9372,20888.0848,20888.0848,7714.545,216191.6777,216191.6777
10,603937.SH,20250606,9.51,10.43,9.44,10.43,9.48,0.95,10.0211,61658.0,63322.663,10.43,2.9518,7.9924,2.71,,,1.4101,1.3796,1.2959,0.93,0.93,20888.0848,20888.0848,7714.545,217862.7245,217862.7245
11,603937.SH,20250605,9.5,9.55,9.4,9.48,9.47,0.01,0.1056,22592.0,21412.681,9.48,1.0816,2.9285,1.0,,,1.2817,1.254,1.1778,1.0232,1.0232,20888.0848,20888.0848,7714.545,198019.0439,198019.0439
12,603937.SH,20250604,9.39,9.51,9.27,9.47,9.37,0.1,1.0672,18884.0,17863.48,9.47,0.9041,2.4478,0.73,,,1.2803,1.2527,1.1766,1.0243,1.0243,20888.0848,20888.0848,7714.545,197810.1631,197810.1631
13,603937.SH,20250603,9.29,9.45,9.25,9.37,9.33,0.04,0.4287,20451.0,19185.617,9.37,0.9791,2.651,0.7,,,1.2668,1.2394,1.1642,1.0352,1.0352,20888.0848,20888.0848,7714.545,195721.3546,195721.3546
14,603937.SH,20250530,9.55,9.56,9.29,9.33,9.47,-0.14,-1.4784,25171.0,23549.991,9.33,1.205,3.2628,0.81,,,1.2614,1.2341,1.1592,1.0397,1.0397,20888.0848,20888.0848,7714.545,194885.8312,194885.8312
15,603937.SH,20250529,9.4,9.56,9.31,9.47,9.39,0.08,0.852,26518.0,25105.701,9.47,1.2695,3.4374,0.73,,,1.2803,1.2527,1.1766,1.0243,1.0243,20888.0848,20888.0848,7714.545,197810.1631,197810.1631
16,603937.SH,20250528,9.38,9.52,9.33,9.39,9.43,-0.04,-0.4242,21662.0,20335.379,9.39,1.0371,2.8079,0.39,,,1.2695,1.2421,1.1666,1.033,1.033,20888.0848,20888.0848,7714.545,196139.1163,196139.1163
17,603937.SH,20250527,9.4,9.47,9.29,9.43,9.4,0.03,0.3191,36103.0,33926.89,9.43,1.7284,4.6799,0.55,,,1.2749,1.2474,1.1716,1.0286,1.0286,20888.0848,20888.0848,7714.545,196974.6397,196974.6397
18,603937.SH,20250526,9.37,9.51,9.35,9.4,9.37,0.03,0.3202,36163.0,34109.256,9.4,1.7313,4.6876,0.56,,,1.2709,1.2434,1.1679,1.0319,1.0319,20888.0848,20888.0848,7714.545,196347.9971,196347.9971
19,603937.SH,20250523,9.51,9.59,9.35,9.37,9.51,-0.14,-1.4721,34477.0,32659.561,9.37,1.6506,4.4691,0.54,,,1.2668,1.2394,1.1642,1.0352,1.0352,20888.0848,20888.0848,7714.545,195721.3546,195721.3546
20,603937.SH,20250522,9.69,9.87,9.49,9.51,9.69,-0.18,-1.8576,53475.58,51548.65,9.51,2.5601,6.9318,0.9,,,1.2857,1.258,1.1815,1.02,1.02,20888.0848,20888.0848,7714.545,198645.6864,198645.6864
21,603937.SH,20250521,10.16,10.22,9.46,9.69,10.15,-0.46,-4.532,120637.0,118662.601,9.69,5.7754,15.6376,2.69,,,1.3101,1.2818,1.2039,1.001,1.001,20888.0848,20888.0848,7714.545,202405.5417,202405.5417
22,603937.SH,20250520,9.81,10.26,9.74,10.15,9.81,0.34,3.4659,82156.0,82652.111,10.15,3.9332,10.6495,2.43,,,1.3723,1.3426,1.2611,0.9557,0.9557,20888.0848,20888.0848,7714.545,212014.0607,212014.0607
23,603937.SH,20250519,9.65,9.82,9.62,9.81,9.68,0.13,1.343,30886.0,30041.46,9.81,1.4786,4.0036,0.94,,,1.3263,1.2976,1.2188,0.9888,0.9888,20888.0848,20888.0848,7714.545,204912.1119,204912.1119
24,603937.SH,20250516,9.54,9.7,9.46,9.68,9.52,0.16,1.6807,31000.5,29792.487,9.68,1.4841,4.0184,0.97,,,1.3087,1.2804,1.2027,1.0021,1.0021,20888.0848,20888.0848,7714.545,202196.6609,202196.6609
25,603937.SH,20250515,9.51,9.56,9.36,9.52,9.48,0.04,0.4219,33418.5,31698.755,9.52,1.5999,4.3319,1.12,,,1.2871,1.2593,1.1828,1.0189,1.0189,20888.0848,20888.0848,7714.545,198854.5673,198854.5673
26,603937.SH,20250514,9.36,9.57,9.3,9.48,9.4,0.08,0.8511,46710.0,44112.278,9.48,2.2362,6.0548,1.89,,,1.2817,1.254,1.1778,1.0232,1.0232,20888.0848,20888.0848,7714.545,198019.0439,198019.0439
27,603937.SH,20250513,9.38,9.55,9.24,9.4,9.3,0.1,1.0753,27123.0,25444.533,9.4,1.2985,3.5158,1.14,,,1.2709,1.2434,1.1679,1.0319,1.0319,20888.0848,20888.0848,7714.545,196347.9971,196347.9971
28,603937.SH,20250512,9.39,9.39,9.11,9.3,9.22,0.08,0.8677,25203.0,23302.475,9.3,1.2066,3.2669,1.07,,,1.2573,1.2302,1.1555,1.043,1.043,20888.0848,20888.0848,7714.545,194259.1886,194259.1886
29,603937.SH,20250509,9.29,9.29,9.11,9.22,9.21,0.01,0.1086,26690.0,24527.497,9.22,1.2778,3.4597,1.13,,,1.2465,1.2196,1.1455,1.0521,1.0521,20888.0848,20888.0848,7714.545,192588.1419,192588.1419
30,603937.SH,20250508,9.13,9.28,9.04,9.21,9.07,0.14,1.5436,23334.62,21422.189,9.21,1.1171,3.0248,1.02,,,1.2452,1.2183,1.1443,1.0532,1.0532,20888.0848,20888.0848,7714.545,192379.261,192379.261
31,603937.SH,20250507,9.1,9.18,9.0,9.07,8.99,0.08,0.8899,21338.0,19410.427,9.07,1.0215,2.7659,0.99,,,1.2263,1.1997,1.1269,1.0695,1.0695,20888.0848,20888.0848,7714.545,189454.9291,189454.9291
32,603937.SH,20250506,8.97,9.0,8.81,8.99,8.82,0.17,1.9274,22559.0,20214.107,8.99,1.08,2.9242,1.06,,,1.2154,1.1892,1.1169,1.079,1.079,20888.0848,20888.0848,7714.545,187783.8824,187783.8824
33,603937.SH,20250430,8.89,8.89,8.71,8.82,8.77,0.05,0.5701,23553.0,20754.276,8.82,1.1276,3.0531,1.18,,,1.1925,1.1667,1.0958,1.0998,1.0998,20888.0848,20888.0848,7714.545,184232.9079,184232.9079
34,603937.SH,20250429,8.68,8.9,8.47,8.77,8.59,0.18,2.0955,26839.0,23590.538,8.77,1.2849,3.479,1.56,,,1.1857,1.1601,1.0896,1.106,1.106,20888.0848,20888.0848,7714.5373,183188.5037,183188.5037
35,603937.SH,20250428,8.63,8.75,8.4,8.59,8.64,-0.05,-0.5787,20379.09,17481.254,8.59,0.9756,2.6416,1.14,,,1.1522,1.1363,1.1363,1.1292,1.1292,20888.0848,20888.0848,7714.545,179428.6484,179428.6484
36,603937.SH,20250425,8.56,8.76,8.56,8.64,8.59,0.05,0.5821,14787.0,12818.846,8.64,0.7079,1.9168,0.79,,,1.1589,1.1429,1.1429,1.1227,1.1227,20888.0848,20888.0848,7714.545,180473.0527,180473.0527
37,603937.SH,20250424,8.7,8.8,8.54,8.59,8.68,-0.09,-1.0369,20908.0,18096.634,8.59,1.001,2.7102,1.11,,,1.1522,1.1363,1.1363,1.1292,1.1292,20888.0848,20888.0848,7714.545,179428.6484,179428.6484
38,603937.SH,20250423,8.67,8.74,8.55,8.68,8.56,0.12,1.4019,16845.0,14603.871,8.68,0.8064,2.1835,0.87,,,1.1643,1.1482,1.1482,1.1175,1.1175,20888.0848,20888.0848,7714.545,181308.5761,181308.5761
39,603937.SH,20250422,8.54,8.62,8.43,8.56,8.51,0.05,0.5875,12937.0,11036.759,8.56,0.6193,1.677,0.62,,,1.1482,1.1323,1.1323,1.1332,1.1332,20888.0848,20888.0848,7714.545,178802.0059,178802.0059
40,603937.SH,20250421,8.26,8.55,8.25,8.51,8.33,0.18,2.1609,24167.0,20440.542,8.51,1.157,3.1327,1.21,,,1.1415,1.1257,1.1257,1.1398,1.1398,20888.0848,20888.0848,7714.545,177757.6016,177757.6016
41,603937.SH,20250418,8.34,8.42,8.19,8.33,8.35,-0.02,-0.2395,18230.0,15131.679,8.33,0.8727,2.3631,0.88,25.8016,216.616,1.0957,1.2364,1.2599,1.1645,1.1645,20888.0848,20888.0848,7714.545,173997.7464,173997.7464
42,603937.SH,20250417,8.25,8.42,8.11,8.35,8.25,0.1,1.2121,21643.02,18085.6,8.35,1.0361,2.8055,0.95,25.8636,217.1361,1.0983,1.2394,1.2629,1.1617,1.1617,20888.0848,20888.0848,7714.545,174415.5081,174415.5081
43,603937.SH,20250416,8.42,8.55,8.06,8.25,8.4,-0.15,-1.7857,20316.99,16676.314,8.25,0.9727,2.6336,0.82,25.5538,214.5357,1.0851,1.2246,1.2478,1.1758,1.1758,20888.0848,20888.0848,7714.545,172326.6996,172326.6996
44,603937.SH,20250415,8.33,8.4,8.22,8.4,8.31,0.09,1.083,19449.0,16198.831,8.4,0.9311,2.5211,0.69,26.0185,218.4364,1.1049,1.2468,1.2705,1.1548,1.1548,20888.0848,20888.0848,7714.545,175459.9123,175459.9123
45,603937.SH,20250414,8.22,8.46,8.22,8.31,8.16,0.15,1.8382,20038.0,16747.266,8.31,0.9593,2.5974,0.68,25.7397,216.096,1.093,1.2335,1.2569,1.1673,1.1673,20888.0848,20888.0848,7714.545,173579.9847,173579.9847
