股票代码,交易日期,freq,开盘价,最高价,最低价,close,昨收价【除权价，前复权】,open_qfq,high_qfq,low_qfq,close_qfq,open_hfq,high_hfq,low_hfq,close_hfq,成交量,成交额（千元）,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】
601111.SH,20250704,week,7.95,8.05,7.69,7.7,7.95,7.95,8.05,7.69,7.7,9.1,9.22,8.81,8.82,1171453.65,916306.28,-0.25,-0.03
601111.SH,20250627,week,7.65,8.07,7.51,7.95,7.69,7.65,8.07,7.51,7.95,8.76,9.24,8.6,9.1,2289118.74,1793660.7,0.26,0.03
601111.SH,20250620,week,7.75,7.91,7.63,7.69,7.78,7.75,7.91,7.63,7.69,8.87,9.06,8.74,8.81,1747261.76,1350219.41,-0.09,-0.01
601111.SH,20250613,week,7.91,8.14,7.72,7.78,7.93,7.91,8.14,7.72,7.78,9.06,9.32,8.84,8.91,2668262.68,2115954.93,-0.15,-0.02
601111.SH,20250606,week,7.97,8.01,7.76,7.93,8.02,7.97,8.01,7.76,7.93,9.13,9.17,8.89,9.08,1794001.72,1416493.66,-0.09,-0.01
601111.SH,20250530,week,7.89,8.21,7.83,8.02,7.85,7.89,8.21,7.83,8.02,9.03,9.4,8.97,9.18,2880995.87,2321044.44,0.17,0.02
601111.SH,20250523,week,7.55,8.13,7.5,7.85,7.61,7.55,8.13,7.5,7.85,8.64,9.31,8.59,8.99,3097966.58,2429578.53,0.24,0.03
601111.SH,20250516,week,7.33,7.65,7.28,7.61,7.3,7.33,7.65,7.28,7.61,8.39,8.76,8.34,8.71,3003053.79,2261365.92,0.31,0.04
601111.SH,20250509,week,7.17,7.55,7.17,7.3,7.07,7.17,7.55,7.17,7.3,8.21,8.64,8.21,8.36,3293946.35,2424718.69,0.23,0.03
601111.SH,20250502,week,7.22,7.26,7.03,7.07,7.2,7.22,7.26,7.03,7.07,8.27,8.31,8.05,8.1,1878003.85,1340849.24,-0.13,-0.02
601111.SH,20250425,week,7.38,7.45,7.18,7.2,7.4,7.38,7.45,7.18,7.2,8.45,8.53,8.22,8.24,2121696.61,1547737.69,-0.2,-0.03
601111.SH,20250418,week,7.31,7.57,7.13,7.4,7.33,7.31,7.57,7.13,7.4,8.37,8.67,8.16,8.47,3627872.16,2668168.67,0.07,0.01
601111.SH,20250411,week,7.01,7.38,6.71,7.33,7.2,7.01,7.38,6.71,7.33,8.03,8.45,7.68,8.39,5006024.95,3527125.51,0.13,0.02
601111.SH,20250404,week,7.28,7.3,7.05,7.2,7.3,7.28,7.3,7.05,7.2,8.34,8.36,8.07,8.24,2337410.58,1672693.82,-0.1,-0.01
601111.SH,20250328,week,7.25,7.68,7.23,7.3,7.25,7.25,7.68,7.23,7.3,8.3,8.79,8.28,8.36,3933755.76,2949103.59,0.05,0.01
601111.SH,20250321,week,7.41,7.54,7.25,7.25,7.35,7.41,7.54,7.25,7.25,8.48,8.63,8.3,8.3,3161699.89,2341527.5,-0.1,-0.01
601111.SH,20250314,week,7.42,7.47,7.17,7.35,7.45,7.42,7.47,7.17,7.35,8.5,8.55,8.21,8.42,3065132.85,2238208.56,-0.1,-0.01
601111.SH,20250307,week,7.24,7.62,7.18,7.45,7.24,7.24,7.62,7.18,7.45,8.29,8.72,8.22,8.53,4627553.2,3421899.24,0.21,0.03
601111.SH,20250228,week,6.86,7.34,6.83,7.24,6.86,6.86,7.34,6.83,7.24,7.85,8.4,7.82,8.29,7446828.82,5304726.27,0.38,0.06
601111.SH,20250221,week,7.11,7.12,6.81,6.86,7.1,7.11,7.12,6.81,6.86,8.14,8.15,7.8,7.85,4480445.76,3097535.6,-0.24,-0.03
601111.SH,20250214,week,7.15,7.25,6.93,7.1,7.14,7.15,7.25,6.93,7.1,8.19,8.3,7.93,8.13,4589579.82,3247380.19,-0.04,-0.01
601111.SH,20250207,week,7.5,7.51,7.04,7.14,7.48,7.5,7.51,7.04,7.14,8.59,8.6,8.06,8.18,2990885.6,2136264.99,-0.34,-0.05
601111.SH,20250131,week,7.56,7.62,7.45,7.48,7.56,7.56,7.62,7.45,7.48,8.66,8.72,8.53,8.56,385831.84,289963.49,-0.08,-0.01
601111.SH,20250124,week,7.72,7.9,7.45,7.56,7.71,7.72,7.9,7.45,7.56,8.84,9.05,8.53,8.66,3247940.97,2488709.27,-0.15,-0.02
601111.SH,20250117,week,7.4,7.91,7.14,7.71,7.43,7.4,7.91,7.14,7.71,8.47,9.06,8.18,8.83,3354915.59,2541211.24,0.28,0.04
601111.SH,20250110,week,7.69,7.77,7.42,7.43,7.69,7.69,7.77,7.42,7.43,8.81,8.9,8.5,8.51,2615929.41,1977394.35,-0.26,-0.03
601111.SH,20250103,week,8.06,8.2,7.66,7.69,8.11,8.06,8.2,7.66,7.69,9.23,9.39,8.77,8.81,2660716.91,2101174.01,-0.42,-0.05
601111.SH,20241227,week,7.98,8.32,7.9,8.11,7.97,7.98,8.32,7.9,8.11,9.14,9.53,9.05,9.29,3156761.26,2567053.3,0.14,0.02
601111.SH,20241220,week,8.69,8.74,7.9,7.97,8.61,8.69,8.74,7.9,7.97,9.95,10.01,9.05,9.13,4510365.99,3668789.01,-0.64,-0.07
601111.SH,20241213,week,8.47,9.12,8.36,8.61,8.47,8.47,9.12,8.36,8.61,9.7,10.44,9.57,9.86,5915495.27,5212965.08,0.14,0.02
601111.SH,20241206,week,8.25,8.49,7.8,8.47,8.28,8.25,8.49,7.8,8.47,9.45,9.72,8.93,9.7,5061687.24,4113058.76,0.19,0.02
601111.SH,20241129,week,7.94,8.49,7.81,8.28,8.01,7.94,8.49,7.81,8.28,9.09,9.72,8.94,9.48,6326745.07,5175251.92,0.27,0.03
601111.SH,20241122,week,7.63,8.19,7.62,8.01,7.67,7.63,8.19,7.62,8.01,8.74,9.38,8.72,9.17,5259910.7,4149341.4,0.34,0.04
601111.SH,20241115,week,7.7,7.76,7.35,7.67,7.72,7.7,7.76,7.35,7.67,8.82,8.89,8.42,8.78,5364928.04,4047469.12,-0.05,-0.01
601111.SH,20241108,week,7.38,7.83,7.35,7.72,7.37,7.38,7.83,7.35,7.72,8.45,8.97,8.42,8.84,5114474.58,3899951.39,0.35,0.05
601111.SH,20241101,week,7.07,7.47,7.05,7.37,7.07,7.07,7.47,7.05,7.37,8.1,8.55,8.07,8.44,5496277.09,3986959.55,0.3,0.04
601111.SH,20241025,week,6.98,7.17,6.9,7.07,6.98,6.98,7.17,6.9,7.07,7.99,8.21,7.9,8.1,3951830.07,2780005.87,0.09,0.01
601111.SH,20241018,week,7.1,7.13,6.79,6.98,7.09,7.1,7.13,6.79,6.98,8.13,8.16,7.77,7.99,3861539.54,2679821.76,-0.11,-0.02
601111.SH,20241011,week,8.6,8.6,7.07,7.09,7.88,8.6,8.6,7.07,7.09,9.85,9.85,8.1,8.12,6679769.51,5012815.21,-0.79,-0.1
601111.SH,20241004,week,7.48,7.92,7.38,7.88,7.4,7.48,7.92,7.38,7.88,8.56,9.07,8.45,9.02,2636960.97,2022232.37,0.48,0.06
601111.SH,20240927,week,6.27,7.41,6.17,7.4,6.3,6.27,7.41,6.17,7.4,7.18,8.48,7.06,8.47,4094295.11,2750546.67,1.1,0.17
601111.SH,20240920,week,6.43,6.44,6.19,6.3,6.43,6.43,6.44,6.19,6.3,7.36,7.37,7.09,7.21,1412288.87,886653.25,-0.13,-0.02
601111.SH,20240913,week,6.72,6.75,6.37,6.43,6.75,6.72,6.75,6.37,6.43,7.69,7.73,7.29,7.36,1510547.23,989654.21,-0.32,-0.05
601111.SH,20240906,week,6.94,6.94,6.71,6.75,6.98,6.94,6.94,6.71,6.75,7.95,7.95,7.68,7.73,1423542.71,967997.46,-0.23,-0.03
601111.SH,20240830,week,6.97,7.02,6.81,6.98,6.97,6.97,7.02,6.81,6.98,7.98,8.04,7.8,7.99,1684330.17,1164359.86,0.01,0.0
601111.SH,20240823,week,7.18,7.27,6.93,6.97,7.18,7.18,7.27,6.93,6.97,8.22,8.32,7.93,7.98,2043166.94,1449698.26,-0.21,-0.03
601111.SH,20240816,week,7.36,7.38,7.13,7.18,7.37,7.36,7.38,7.13,7.18,8.43,8.45,8.16,8.22,1658945.79,1194139.62,-0.19,-0.03
601111.SH,20240809,week,7.39,7.52,7.33,7.37,7.29,7.39,7.52,7.33,7.37,8.46,8.61,8.39,8.44,2452762.15,1821154.52,0.08,0.01
601111.SH,20240802,week,7.22,7.35,7.12,7.29,7.22,7.22,7.35,7.12,7.29,8.27,8.42,8.15,8.35,1416207.62,1025408.92,0.07,0.01
601111.SH,20240726,week,7.38,7.46,7.16,7.22,7.38,7.38,7.46,7.16,7.22,8.45,8.54,8.2,8.27,1306946.61,952594.7,-0.16,-0.02
601111.SH,20240719,week,7.11,7.39,7.08,7.38,7.16,7.11,7.39,7.08,7.38,8.14,8.46,8.11,8.45,1783225.47,1288681.12,0.22,0.03
601111.SH,20240712,week,7.14,7.29,7.04,7.16,7.14,7.14,7.29,7.04,7.16,8.18,8.35,8.06,8.2,2219941.37,1584566.83,0.02,0.0
601111.SH,20240705,week,7.38,7.41,7.08,7.14,7.38,7.38,7.41,7.08,7.14,8.45,8.48,8.11,8.18,1715005.36,1243625.3,-0.24,-0.03
601111.SH,20240628,week,7.27,7.4,7.15,7.38,7.3,7.27,7.4,7.15,7.38,8.32,8.47,8.19,8.45,1635536.52,1189206.97,0.08,0.01
601111.SH,20240621,week,7.34,7.52,7.25,7.3,7.39,7.34,7.52,7.25,7.3,8.4,8.61,8.3,8.36,1774522.81,1302544.85,-0.09,-0.01
601111.SH,20240614,week,7.42,7.57,7.23,7.39,7.45,7.42,7.57,7.23,7.39,8.5,8.67,8.28,8.46,1996322.04,1476936.32,-0.06,-0.01
601111.SH,20240607,week,7.46,7.63,7.38,7.45,7.47,7.46,7.63,7.38,7.45,8.54,8.74,8.45,8.53,2084882.52,1559772.94,-0.02,0.0
601111.SH,20240531,week,7.61,7.75,7.45,7.47,7.6,7.61,7.75,7.45,7.47,8.71,8.87,8.53,8.55,2036291.02,1543230.66,-0.13,-0.02
601111.SH,20240524,week,7.36,7.85,7.33,7.6,7.36,7.36,7.85,7.33,7.6,8.43,8.99,8.39,8.7,4675832.27,3561575.64,0.24,0.03
601111.SH,20240517,week,7.3,7.36,7.18,7.36,7.33,7.3,7.36,7.18,7.36,8.36,8.43,8.22,8.43,2833165.94,2054877.75,0.03,0.0
601111.SH,20240510,week,7.43,7.5,7.22,7.33,7.38,7.43,7.5,7.22,7.33,8.51,8.59,8.27,8.39,2966842.1,2174375.63,-0.05,-0.01
601111.SH,20240503,week,7.35,7.42,7.18,7.38,7.61,7.35,7.42,7.18,7.38,8.42,8.5,8.22,8.45,2505205.37,1831365.55,-0.23,-0.03
601111.SH,20240426,week,7.09,7.61,7.08,7.61,7.09,7.09,7.61,7.08,7.61,8.12,8.71,8.11,8.71,3811487.25,2796108.75,0.52,0.07
