股票代码,交易日期,freq,开盘价,最高价,最低价,close,昨收价【除权价，前复权】,open_qfq,high_qfq,low_qfq,close_qfq,open_hfq,high_hfq,low_hfq,close_hfq,成交量,成交额（千元）,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】
603213.SH,20250704,week,10.93,11.44,10.73,11.31,10.86,10.93,11.44,10.73,11.31,12.4,12.98,12.17,12.83,174733.0,194428.42,0.45,0.04
603213.SH,20250627,week,10.6,11.4,10.43,10.86,10.62,10.6,11.4,10.43,10.86,12.03,12.93,11.83,12.32,344642.87,380745.78,0.24,0.02
603213.SH,20250620,week,10.03,11.09,9.93,10.62,10.04,10.03,11.09,9.93,10.62,11.38,12.58,11.27,12.05,436243.7,462113.89,0.58,0.06
603213.SH,20250613,week,9.89,10.38,9.83,10.04,9.88,9.89,10.38,9.83,10.04,11.22,11.78,11.15,11.39,250034.42,253259.27,0.16,0.02
603213.SH,20250606,week,9.7,10.19,9.62,9.88,9.79,9.7,10.19,9.62,9.88,11.0,11.56,10.91,11.21,156850.0,154749.02,0.09,0.01
603213.SH,20250530,week,10.05,10.48,9.61,9.79,9.99,9.8,10.22,9.61,9.79,11.12,11.59,10.9,11.11,241361.28,241920.66,-0.2,-0.02
603213.SH,20250523,week,10.01,10.72,9.7,9.99,10.06,9.76,10.45,9.46,9.74,11.07,11.86,10.73,11.05,349861.44,353071.48,-0.07,-0.01
603213.SH,20250516,week,9.4,10.15,9.34,10.06,9.38,9.16,9.9,9.11,9.81,10.4,11.23,10.33,11.13,256036.22,248760.13,0.68,0.07
603213.SH,20250509,week,9.12,9.5,9.11,9.38,9.11,8.89,9.26,8.88,9.14,10.09,10.51,10.08,10.37,124313.0,116222.4,0.27,0.03
603213.SH,20250502,week,9.42,9.44,9.07,9.11,9.42,9.18,9.2,8.84,8.88,10.42,10.44,10.03,10.08,80876.0,74738.77,-0.31,-0.03
603213.SH,20250425,week,8.85,9.64,8.8,9.42,8.86,8.63,9.4,8.58,9.18,9.79,10.66,9.73,10.42,213241.13,198052.63,0.56,0.06
603213.SH,20250418,week,8.62,9.45,8.62,8.86,8.55,8.4,9.21,8.4,8.64,9.53,10.45,9.53,9.8,195759.22,174179.29,0.31,0.04
603213.SH,20250411,week,9.3,9.48,7.72,8.55,9.93,9.07,9.24,7.53,8.34,10.29,10.48,8.54,9.46,296945.39,254768.83,-1.38,-0.14
603213.SH,20250404,week,9.67,10.4,9.34,9.93,9.67,9.43,10.14,9.11,9.68,10.7,11.5,10.33,10.98,456913.02,455378.14,0.26,0.03
603213.SH,20250328,week,9.43,10.2,9.26,9.67,9.47,9.19,9.94,9.03,9.43,10.43,11.28,10.24,10.7,390118.44,383194.89,0.2,0.02
603213.SH,20250321,week,9.36,9.84,9.32,9.47,9.34,9.12,9.59,9.09,9.23,10.35,10.88,10.31,10.47,217359.65,207658.69,0.13,0.01
603213.SH,20250314,week,9.28,9.36,9.11,9.34,9.25,9.05,9.12,8.88,9.11,10.26,10.35,10.08,10.33,127676.0,118262.59,0.09,0.01
603213.SH,20250307,week,9.17,9.32,9.1,9.25,9.15,8.94,9.09,8.87,9.02,10.14,10.31,10.06,10.23,112967.46,104144.36,0.1,0.01
603213.SH,20250228,week,9.21,9.54,9.14,9.15,9.22,8.98,9.3,8.91,8.92,10.19,10.55,10.11,10.12,190132.0,177779.47,-0.07,-0.01
603213.SH,20250221,week,9.18,9.39,9.06,9.22,9.18,8.95,9.15,8.83,8.99,10.15,10.39,10.02,10.2,133365.0,122855.63,0.04,0.0
603213.SH,20250214,week,9.36,9.57,9.13,9.18,9.33,9.12,9.33,8.9,8.95,10.35,10.58,10.1,10.15,201825.63,188470.45,-0.15,-0.02
603213.SH,20250207,week,9.22,9.45,9.01,9.33,9.18,8.99,9.21,8.78,9.1,10.2,10.45,9.97,10.32,104698.0,96129.62,0.15,0.02
603213.SH,20250131,week,9.21,9.48,9.12,9.18,9.19,8.98,9.24,8.89,8.95,10.19,10.48,10.09,10.15,33899.0,31413.2,-0.01,0.0
603213.SH,20250124,week,9.63,9.69,9.16,9.19,9.65,9.39,9.45,8.93,8.96,10.65,10.72,10.13,10.16,257688.0,240847.4,-0.46,-0.05
603213.SH,20250117,week,9.23,10.18,9.2,9.65,9.63,9.0,9.92,8.97,9.41,10.21,11.26,10.18,10.67,474747.75,458435.38,0.02,0.0
603213.SH,20250110,week,8.65,9.9,8.38,9.63,8.89,8.43,9.65,8.17,9.39,9.57,10.95,9.27,10.65,412549.55,380868.43,0.74,0.08
603213.SH,20250103,week,9.03,9.3,8.59,8.89,9.06,8.8,9.07,8.37,8.67,9.99,10.29,9.5,9.83,157732.75,140058.78,-0.17,-0.02
603213.SH,20241227,week,9.72,9.82,8.62,9.06,9.82,9.48,9.57,8.4,8.83,10.75,10.86,9.53,10.02,248106.52,226505.71,-0.76,-0.08
603213.SH,20241220,week,9.75,11.52,9.72,9.82,9.78,9.51,11.23,9.48,9.57,10.78,12.74,10.75,10.86,668405.21,689239.1,0.04,0.0
603213.SH,20241213,week,10.09,10.24,9.75,9.78,9.98,9.84,9.98,9.51,9.53,11.16,11.33,10.78,10.82,318943.45,317279.79,-0.2,-0.02
603213.SH,20241206,week,10.36,10.8,9.52,9.98,10.38,10.1,10.53,9.28,9.73,11.46,11.94,10.53,11.04,650433.31,658990.92,-0.4,-0.04
603213.SH,20241129,week,8.76,11.92,8.68,10.38,8.73,8.54,11.62,8.46,10.12,9.69,13.18,9.6,11.48,785971.06,812429.34,1.65,0.19
603213.SH,20241122,week,8.67,9.09,8.5,8.73,8.63,8.45,8.86,8.29,8.51,9.59,10.05,9.4,9.66,131117.2,115778.22,0.1,0.01
603213.SH,20241115,week,8.83,9.17,8.62,8.63,8.81,8.61,8.94,8.4,8.41,9.77,10.14,9.53,9.54,167744.56,149621.99,-0.18,-0.02
603213.SH,20241108,week,8.39,8.96,8.32,8.81,8.4,8.18,8.73,8.11,8.59,9.28,9.91,9.2,9.74,138097.78,119915.0,0.41,0.05
603213.SH,20241101,week,9.01,9.21,8.39,8.4,9.0,8.78,8.98,8.18,8.19,9.97,10.19,9.28,9.29,156840.94,138088.34,-0.6,-0.07
603213.SH,20241025,week,8.55,9.0,8.4,9.0,8.48,8.34,8.77,8.19,8.77,9.46,9.95,9.29,9.95,118779.91,103241.34,0.52,0.06
603213.SH,20241018,week,8.55,9.05,8.33,8.48,8.52,8.34,8.82,8.12,8.27,9.46,10.01,9.21,9.38,145800.17,125279.15,-0.04,0.0
603213.SH,20241011,week,9.76,9.77,8.38,8.52,8.88,9.51,9.52,8.17,8.31,10.79,10.81,9.27,9.42,238025.59,215219.61,-0.36,-0.04
603213.SH,20241004,week,8.47,8.95,8.25,8.88,8.2,8.26,8.73,8.04,8.66,9.37,9.9,9.12,9.82,81456.43,70484.38,0.68,0.08
603213.SH,20240927,week,7.56,8.29,7.42,8.2,7.57,7.37,8.08,7.23,7.99,8.36,9.17,8.21,9.07,139121.22,108078.6,0.63,0.08
603213.SH,20240920,week,7.53,7.67,7.35,7.57,7.49,7.34,7.48,7.17,7.38,8.33,8.48,8.13,8.37,41414.0,31205.27,0.08,0.01
603213.SH,20240913,week,7.47,7.74,7.38,7.49,7.47,7.28,7.55,7.19,7.3,8.26,8.56,8.16,8.28,83204.85,63206.44,0.02,0.0
603213.SH,20240906,week,7.47,7.76,7.44,7.47,7.44,7.28,7.57,7.25,7.28,8.26,8.58,8.23,8.26,124693.88,94459.27,0.03,0.0
603213.SH,20240830,week,6.85,7.8,6.85,7.44,6.82,6.68,7.6,6.68,7.25,7.58,8.63,7.58,8.23,249894.03,187295.88,0.62,0.09
603213.SH,20240823,week,7.23,7.3,6.77,6.82,7.23,7.05,7.12,6.6,6.65,8.0,8.07,7.49,7.54,45798.92,32309.59,-0.41,-0.06
603213.SH,20240816,week,7.43,7.49,7.18,7.23,7.36,7.24,7.3,7.0,7.05,8.22,8.28,7.94,8.0,50773.0,37143.6,-0.13,-0.02
603213.SH,20240809,week,7.35,7.5,7.21,7.36,7.38,7.17,7.31,7.03,7.18,8.13,8.3,7.97,8.14,55585.98,40896.03,-0.02,0.0
603213.SH,20240802,week,7.28,7.54,7.16,7.38,7.26,7.1,7.35,6.98,7.19,8.05,8.34,7.92,8.16,66174.9,48688.55,0.12,0.02
603213.SH,20240726,week,7.26,7.35,7.0,7.26,7.31,7.08,7.17,6.82,7.08,8.03,8.13,7.74,8.03,53597.0,38571.48,-0.05,-0.01
603213.SH,20240719,week,7.65,7.65,7.12,7.31,7.65,7.46,7.46,6.94,7.13,8.46,8.46,7.87,8.08,68213.9,50121.33,-0.34,-0.04
603213.SH,20240712,week,7.59,7.68,7.28,7.65,7.56,7.4,7.49,7.1,7.46,8.39,8.49,8.05,8.46,76286.0,57266.28,0.09,0.01
603213.SH,20240705,week,7.51,7.79,7.33,7.56,7.48,7.32,7.59,7.15,7.37,8.31,8.62,8.11,8.36,86116.53,65302.66,0.08,0.01
603213.SH,20240628,week,7.81,7.84,7.39,7.48,7.88,7.61,7.64,7.21,7.29,8.64,8.67,8.17,8.27,97877.0,74146.33,-0.4,-0.05
603213.SH,20240621,week,8.18,8.25,7.85,7.88,8.2,7.98,8.04,7.65,7.68,9.05,9.13,8.68,8.72,63804.0,51555.72,-0.32,-0.04
603213.SH,20240614,week,8.15,8.38,8.02,8.2,8.18,7.95,8.17,7.82,7.99,9.01,9.27,8.87,9.07,53979.23,44238.47,0.02,0.0
603213.SH,20240607,week,8.89,8.89,7.79,8.18,8.89,8.67,8.67,7.59,7.98,9.83,9.83,8.62,9.05,108994.98,90032.27,-0.71,-0.08
603213.SH,20240531,week,8.99,9.12,8.71,8.89,8.98,8.49,8.89,8.37,8.67,9.64,10.09,9.5,9.83,91298.97,81282.11,-0.09,-0.01
603213.SH,20240524,week,9.41,9.67,8.96,8.98,9.42,8.89,9.14,8.47,8.49,10.09,10.37,9.61,9.63,113665.99,105782.02,-0.44,-0.05
603213.SH,20240517,week,9.57,9.59,9.27,9.42,9.71,9.04,9.06,8.76,8.9,10.26,10.28,9.94,10.1,115519.39,108769.73,-0.29,-0.03
603213.SH,20240510,week,9.42,10.01,9.42,9.71,9.33,8.9,9.46,8.9,9.18,10.1,10.73,10.1,10.41,189564.03,185338.55,0.38,0.04
603213.SH,20240503,week,9.18,9.47,9.08,9.33,9.35,8.67,8.95,8.58,8.82,9.84,10.15,9.73,10.0,75271.0,70297.49,-0.02,0.0
603213.SH,20240426,week,9.08,9.48,8.78,9.35,9.04,8.58,8.96,8.3,8.83,9.73,10.16,9.41,10.02,163440.74,149512.97,0.31,0.03
603213.SH,20240419,week,10.47,10.47,8.49,9.04,10.47,9.89,9.89,8.02,8.54,11.22,11.22,9.1,9.69,453003.39,417611.88,-1.43,-0.14
603213.SH,20240412,week,9.64,10.47,9.3,10.47,9.71,9.11,9.89,8.79,9.89,10.33,11.22,9.97,11.22,222917.22,220811.49,0.76,0.08
603213.SH,20240405,week,9.26,10.05,9.23,9.71,9.19,8.75,9.5,8.72,9.18,9.93,10.77,9.89,10.41,139752.33,134813.47,0.52,0.06
603213.SH,20240329,week,9.34,9.4,8.81,9.19,9.34,8.83,8.88,8.32,8.68,10.01,10.08,9.44,9.85,117403.47,107470.57,-0.15,-0.02
603213.SH,20240322,week,9.2,9.61,9.16,9.34,9.19,8.69,9.08,8.66,8.83,9.86,10.3,9.82,10.01,134977.04,126736.32,0.15,0.02
603213.SH,20240315,week,8.77,9.29,8.71,9.19,8.79,8.29,8.78,8.23,8.68,9.4,9.96,9.34,9.85,185437.48,168384.54,0.4,0.05
603213.SH,20240308,week,9.19,9.19,8.6,8.79,9.22,8.68,8.68,8.13,8.31,9.85,9.85,9.22,9.42,229138.36,201953.3,-0.43,-0.05
603213.SH,20240301,week,8.8,10.05,8.15,9.22,8.67,8.32,9.5,7.7,8.71,9.43,10.77,8.74,9.88,322296.02,294322.75,0.55,0.06
603213.SH,20240223,week,7.7,8.74,7.7,8.67,7.65,7.28,8.26,7.28,8.19,8.25,9.37,8.25,9.29,221953.68,183046.46,1.02,0.13
603213.SH,20240209,week,8.05,8.07,6.62,7.65,8.18,7.61,7.63,6.26,7.23,8.63,8.65,7.1,8.2,270215.23,194115.56,-0.53,-0.06
603213.SH,20240202,week,10.78,10.95,7.89,8.18,10.82,10.19,10.35,7.46,7.73,11.56,11.74,8.46,8.77,304111.22,282156.06,-2.64,-0.24
603213.SH,20240126,week,12.06,12.09,9.89,10.82,12.1,11.4,11.42,9.35,10.22,12.93,12.96,10.6,11.6,589506.56,639676.78,-1.28,-0.11
603213.SH,20240119,week,11.06,13.45,11.04,12.1,11.12,10.45,12.71,10.43,11.43,11.86,14.42,11.83,12.97,1000993.38,1241055.46,0.98,0.09
603213.SH,20240112,week,11.18,11.34,10.78,11.12,11.09,10.56,10.72,10.19,10.51,11.98,12.16,11.56,11.92,115110.58,126737.73,0.03,0.0
603213.SH,20240105,week,10.72,11.83,10.71,11.09,10.79,10.13,11.18,10.12,10.48,11.49,12.68,11.48,11.89,235176.1,264199.12,0.3,0.03
603213.SH,20231229,week,10.83,11.29,10.53,10.79,10.86,10.23,10.67,9.95,10.2,11.61,12.1,11.29,11.57,243223.95,266228.64,-0.07,-0.01
603213.SH,20231222,week,11.84,11.96,10.8,10.86,12.02,11.19,11.3,10.21,10.26,12.69,12.82,11.58,11.64,257089.03,288877.97,-1.16,-0.1
603213.SH,20231215,week,11.68,13.0,11.5,12.02,11.79,11.04,12.28,10.87,11.36,12.52,13.94,12.33,12.89,478390.78,578050.27,0.23,0.02
603213.SH,20231208,week,11.58,12.39,11.12,11.79,11.58,10.94,11.71,10.51,11.14,12.41,13.28,11.92,12.64,464337.77,545867.65,0.21,0.02
603213.SH,20231201,week,11.36,11.58,11.19,11.58,11.4,10.73,10.94,10.57,10.94,12.18,12.41,12.0,12.41,82402.58,93696.27,0.18,0.02
603213.SH,20231124,week,11.38,11.54,11.33,11.4,11.38,10.75,10.9,10.71,10.77,12.2,12.37,12.15,12.22,72592.0,82996.89,0.02,0.0
603213.SH,20231117,week,11.25,11.49,11.13,11.38,11.24,10.63,10.86,10.52,10.75,12.06,12.32,11.93,12.2,69869.32,79037.91,0.14,0.01
603213.SH,20231110,week,11.26,11.3,11.07,11.24,11.17,10.64,10.68,10.46,10.62,12.07,12.11,11.87,12.05,84285.1,94277.77,0.07,0.01
603213.SH,20231103,week,10.7,11.26,10.61,11.17,10.7,10.11,10.64,10.03,10.55,11.47,12.07,11.37,11.97,76200.18,84454.51,0.47,0.04
603213.SH,20231027,week,10.37,10.73,10.0,10.7,10.35,9.8,10.14,9.45,10.11,11.12,11.5,10.72,11.47,57569.14,60007.54,0.35,0.03
