股票代码,交易日期,freq,开盘价,最高价,最低价,close,昨收价【除权价，前复权】,open_qfq,high_qfq,low_qfq,close_qfq,open_hfq,high_hfq,low_hfq,close_hfq,成交量,成交额（千元）,涨跌额,涨跌幅 【基于除权后的昨收计算的涨跌幅：（今收-除权昨收）/除权昨收 】
603378.SH,20250704,week,6.01,6.1,5.95,6.09,5.96,6.01,6.1,5.95,6.09,13.26,13.46,13.13,13.44,145006.94,87419.28,0.13,0.02
603378.SH,20250627,week,5.71,6.14,5.6,5.96,5.74,5.71,6.14,5.6,5.96,12.6,13.55,12.36,13.15,321533.4,190533.45,0.22,0.04
603378.SH,20250620,week,6.0,6.04,5.72,5.74,6.02,6.0,6.04,5.72,5.74,13.24,13.33,12.62,12.67,219727.24,129352.66,-0.28,-0.05
603378.SH,20250613,week,6.21,6.42,6.01,6.02,6.21,6.21,6.42,6.01,6.02,13.71,14.17,13.26,13.29,319300.45,198169.56,-0.19,-0.03
603378.SH,20250606,week,6.05,6.24,6.0,6.21,6.11,6.05,6.24,6.0,6.21,13.35,13.77,13.24,13.71,216780.41,133498.21,0.1,0.02
603378.SH,20250530,week,6.36,6.45,6.1,6.11,6.35,6.36,6.45,6.1,6.11,14.04,14.24,13.46,13.48,393485.73,247552.66,-0.24,-0.04
603378.SH,20250523,week,6.23,7.17,6.23,6.35,6.24,6.23,7.17,6.23,6.35,13.75,15.82,13.75,14.01,1047439.83,709346.62,0.11,0.02
603378.SH,20250516,week,6.53,6.61,6.15,6.24,6.49,6.53,6.61,6.15,6.24,14.41,14.59,13.57,13.77,240388.36,152755.43,-0.25,-0.04
603378.SH,20250509,week,6.15,6.68,6.12,6.49,6.12,6.15,6.68,6.12,6.49,13.57,14.74,13.51,14.32,374327.57,241271.61,0.37,0.06
603378.SH,20250502,week,6.33,6.52,5.68,6.12,6.53,6.33,6.52,5.68,6.12,13.97,14.39,12.54,13.51,435469.97,264252.69,-0.41,-0.06
603378.SH,20250425,week,6.72,6.82,6.52,6.53,6.68,6.72,6.82,6.52,6.53,14.83,15.05,14.39,14.41,252964.08,168868.17,-0.15,-0.02
603378.SH,20250418,week,6.17,6.87,6.17,6.68,6.13,6.17,6.87,6.17,6.68,13.62,15.16,13.62,14.74,455162.52,302672.8,0.55,0.09
603378.SH,20250411,week,6.36,6.4,5.4,6.13,6.66,6.36,6.4,5.4,6.13,14.04,14.12,11.92,13.53,394867.65,233452.56,-0.53,-0.08
603378.SH,20250404,week,6.49,6.76,6.32,6.66,6.5,6.49,6.76,6.32,6.66,14.32,14.92,13.95,14.7,212585.7,140250.32,0.16,0.02
603378.SH,20250328,week,6.68,6.84,6.46,6.5,6.71,6.68,6.84,6.46,6.5,14.74,15.1,14.26,14.35,293577.06,194347.54,-0.21,-0.03
603378.SH,20250321,week,6.83,7.05,6.68,6.71,6.82,6.83,7.05,6.68,6.71,15.07,15.56,14.74,14.81,290938.1,199205.28,-0.11,-0.02
603378.SH,20250314,week,6.7,7.07,6.51,6.82,6.67,6.7,7.07,6.51,6.82,14.79,15.6,14.37,15.05,396836.71,269810.28,0.15,0.02
603378.SH,20250307,week,6.5,6.73,6.45,6.67,6.46,6.5,6.73,6.45,6.67,14.35,14.85,14.24,14.72,204526.12,135210.44,0.21,0.03
603378.SH,20250228,week,6.6,6.8,6.42,6.46,6.58,6.6,6.8,6.42,6.46,14.57,15.01,14.17,14.26,267855.13,176551.58,-0.12,-0.02
603378.SH,20250221,week,6.35,6.72,6.34,6.58,6.35,6.35,6.72,6.34,6.58,14.01,14.83,13.99,14.52,319198.45,208535.92,0.23,0.04
603378.SH,20250214,week,6.28,6.7,6.23,6.35,6.28,6.28,6.7,6.23,6.35,13.86,14.79,13.75,14.01,263259.3,168996.41,0.07,0.01
603378.SH,20250207,week,6.09,6.51,6.03,6.28,6.12,6.09,6.51,6.03,6.28,13.44,14.37,13.31,13.86,142428.9,89128.91,0.16,0.03
603378.SH,20250131,week,6.2,6.31,6.11,6.12,6.2,6.2,6.31,6.11,6.12,13.68,13.93,13.48,13.51,38765.49,24095.74,-0.08,-0.01
603378.SH,20250124,week,6.35,6.54,6.13,6.2,6.28,6.35,6.54,6.13,6.2,14.01,14.43,13.53,13.68,286781.17,180984.9,-0.08,-0.01
603378.SH,20250117,week,5.66,6.51,5.5,6.28,5.66,5.66,6.51,5.5,6.28,12.49,14.37,12.14,13.86,469871.73,289572.13,0.62,0.11
603378.SH,20250110,week,5.93,6.03,5.65,5.66,5.93,5.93,6.03,5.65,5.66,13.09,13.31,12.47,12.49,218172.25,127526.68,-0.27,-0.05
603378.SH,20250103,week,6.87,6.87,5.87,5.93,6.87,6.87,6.87,5.87,5.93,15.16,15.16,12.96,13.09,335840.45,214296.85,-0.94,-0.14
603378.SH,20241227,week,7.54,7.66,6.8,6.87,7.62,7.54,7.66,6.8,6.87,16.64,16.91,15.01,15.16,475359.63,340516.01,-0.75,-0.1
603378.SH,20241220,week,7.22,7.76,7.15,7.62,7.22,7.22,7.76,7.15,7.62,15.93,17.13,15.78,16.82,716096.45,536913.16,0.4,0.06
603378.SH,20241213,week,7.2,7.54,7.08,7.22,7.21,7.2,7.54,7.08,7.22,15.89,16.64,15.63,15.93,438723.16,321340.3,0.01,0.0
603378.SH,20241206,week,7.45,7.59,7.01,7.21,7.47,7.45,7.59,7.01,7.21,16.44,16.75,15.47,15.91,450508.49,327481.24,-0.26,-0.03
603378.SH,20241129,week,6.8,7.48,6.8,7.47,6.76,6.8,7.48,6.8,7.47,15.01,16.51,15.01,16.49,485186.74,347493.19,0.71,0.11
603378.SH,20241122,week,7.3,7.31,6.75,6.76,7.3,7.3,7.31,6.75,6.76,16.11,16.13,14.9,14.92,473024.1,330581.54,-0.54,-0.07
603378.SH,20241115,week,7.27,8.18,7.2,7.3,7.32,7.27,8.18,7.2,7.3,16.04,18.05,15.89,16.11,1387563.62,1087499.02,-0.02,0.0
603378.SH,20241108,week,7.5,7.64,7.15,7.32,7.67,7.5,7.64,7.15,7.32,16.55,16.86,15.78,16.16,748342.14,553927.77,-0.35,-0.05
603378.SH,20241101,week,7.17,8.1,7.15,7.67,7.15,7.17,8.1,7.15,7.67,15.82,17.88,15.78,16.93,1113556.4,856454.35,0.52,0.07
603378.SH,20241025,week,7.05,7.49,6.97,7.15,7.11,7.05,7.49,6.97,7.15,15.56,16.53,15.38,15.78,709512.62,508593.27,0.04,0.01
603378.SH,20241018,week,7.29,7.52,6.54,7.11,7.19,7.29,7.52,6.54,7.11,16.09,16.6,14.43,15.69,1110890.62,787097.58,-0.08,-0.01
603378.SH,20241011,week,8.13,8.14,6.38,7.19,7.4,8.13,8.14,6.38,7.19,17.94,17.96,14.08,15.87,869893.27,612604.34,-0.21,-0.03
603378.SH,20241004,week,7.39,7.52,6.96,7.4,6.91,7.39,7.52,6.96,7.4,16.31,16.6,15.36,16.33,261034.12,188817.74,0.49,0.07
603378.SH,20240927,week,5.84,7.0,5.76,6.91,6.24,5.84,7.0,5.76,6.91,12.89,15.45,12.71,15.25,597237.33,377130.98,0.67,0.11
603378.SH,20240920,week,6.6,6.74,6.17,6.24,6.66,6.6,6.74,6.17,6.24,14.57,14.88,13.62,13.77,236992.05,152489.66,-0.42,-0.06
603378.SH,20240913,week,6.83,7.2,6.66,6.66,6.9,6.83,7.2,6.66,6.66,15.07,15.89,14.7,14.7,351413.22,243239.63,-0.24,-0.03
603378.SH,20240906,week,6.5,6.94,6.23,6.9,6.59,6.5,6.94,6.23,6.9,14.35,15.32,13.75,15.23,441218.01,288704.23,0.31,0.05
